path,top_area,last_modified,signals,recommendation
docs/BYS360_CORPORATE_INFORMATION_CENTER_V3_0_PHASE7_9_BASE_REAL_NEWLINES_FIX.md,(root),2026-07-08,other-doc-link,REVIEW
docs/BYS360_CORPORATE_INFORMATION_CENTER_V3_0_PHASE7_LIVE_RELEASE_CHECKLIST.md,(root),2026-07-08,"scripts,other-doc-link",REVIEW
docs/BYS360_CORPORATE_INFORMATION_CENTER_V3_0_PHASE7_ROLLBACK_PLAN.md,(root),2026-07-08,"scripts,other-doc-link",REVIEW
docs/BYS360_CORPORATE_INFORMATION_CENTER_V3_0_PHASE7_USAGE_GUIDE.md,(root),2026-07-08,"scripts,other-doc-link",REVIEW
docs/BYS360_ENCODING_QUALITY_FIX_V2_17_63_NOTES.md,(root),2026-07-08,other-doc-link,REVIEW
docs/BYS360_OPS_HARDENING_V1_COMMANDS.md,(root),2026-07-08,other-doc-link,REVIEW
docs/BYS360_OPS_HARDENING_V1_README.md,(root),2026-07-08,other-doc-link,REVIEW
docs/BYS360_OPS_HARDENING_V2_TRIAGE_README.md,(root),2026-07-08,other-doc-link,REVIEW
docs/api/openapi_draft.json,api,2026-07-08,"scripts,other-doc-link",REVIEW
docs/architecture/BYS360_MOBILE_ROUTES_COMM_ASSISTANT_SPLIT_P1D_REPORT.md,architecture,2026-07-08,scripts,REVIEW
docs/architecture/BYS360_MOBILE_ROUTES_DOMAIN_SPLIT_P1C_REPORT.md,architecture,2026-07-08,"scripts,other-doc-link",REVIEW
docs/architecture/BYS360_MOBILE_ROUTES_PERSONNEL_KPI_SPLIT_P1E_REPORT.md,architecture,2026-07-08,scripts,REVIEW
docs/architecture/BYS360_MOBILE_ROUTES_SHARED_SPLIT_P1B_REPORT.md,architecture,2026-07-08,"scripts,other-doc-link",REVIEW
docs/architecture/BYS360_ROUTE_ARCHITECTURE_INVENTORY_P1A.md,architecture,2026-07-08,"scripts,other-doc-link",REVIEW
docs/security/BYS360_SECRET_ROTATION_AND_HISTORY_CLEANUP_RUNBOOK.md,security,2026-07-08,scripts,REVIEW
reports/architecture/BYS360_ANDROID_RESPONSIVE_BASELINE_GATE_P5A_REPORT.json,architecture,2026-07-08,"scripts,other-doc-link",REVIEW
reports/architecture/BYS360_ANDROID_RESPONSIVE_CORE_STYLES_GATE_P5B_REPORT.json,architecture,2026-07-08,"scripts,other-doc-link",REVIEW
reports/architecture/BYS360_ANDROID_RESPONSIVE_HARDENING_P5B_REPORT.json,architecture,2026-07-08,scripts,REVIEW
reports/architecture/BYS360_PHASE2C1_WILDCARD_IMPORT_EXPLICIT_PLAN.json,architecture,2026-07-08,other-doc-link,REVIEW
reports/architecture/BYS360_PHASE2C1_WILDCARD_IMPORT_EXPLICIT_PLAN.md,architecture,2026-07-08,other-doc-link,REVIEW
reports/live_readiness/BYS360_A7D_LOCAL_SMOKE_TEST_CONTRACT.json,live_readiness,2026-07-08,scripts,REVIEW
reports/live_readiness/BYS360_A7D_LOCAL_SMOKE_TEST_CONTRACT.md,live_readiness,2026-07-08,scripts,REVIEW
reports/quality/BYS360_A10R_FINAL_TECH_DEBT_EVIDENCE.json,quality,2026-07-08,other-doc-link,REVIEW
reports/quality/BYS360_A10R_FINAL_TECH_DEBT_EVIDENCE.md,quality,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_10_10_RED_GATE_V1_REPORT.md,security,2026-07-08,scripts,REVIEW
reports/security/BYS360_A6D_RELEASE_LEAK_GATE.json,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6D_RELEASE_LEAK_GATE.md,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6E_PRODUCTION_ENV_CONTRACT_REPORT.json,security,2026-07-08,scripts,REVIEW
reports/security/BYS360_A6E_PRODUCTION_ENV_CONTRACT_REPORT.md,security,2026-07-08,scripts,REVIEW
reports/security/BYS360_A6F_STRICT_ENV_CONTRACT_REPORT.json,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6F_STRICT_ENV_CONTRACT_REPORT.md,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6H_RUNTIME_CSP_CSRF_DECISION_REGISTER.json,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6H_RUNTIME_CSP_CSRF_DECISION_REGISTER.md,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6I_FINAL_CSP_CSRF_DECISION_GATE.json,security,2026-07-08,other-doc-link,REVIEW
reports/security/BYS360_A6I_FINAL_CSP_CSRF_DECISION_GATE.md,security,2026-07-08,other-doc-link,REVIEW
docs/BYS360_GERI_BILDIRIM_KAMPANYA_FORMU_V2_13_2_NOTU.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_GERI_BILDIRIM_MERKEZI_V2_13_0_NOTU.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_GERI_BILDIRIM_SOL_MENU_FIX_V2_13_1_NOTU.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_GIT_HISTORY_SECRET_CLEANUP_NOTES.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_LIVE_LOGOUT_FORCE_CLEAR_V2_13_3_NOTLAR.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_LOGOUT_FORCE_CLEAR_V2_15_12_README.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_MOBILE_CONSISTENCY_V2_17_64_README.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_MOBILE_PERFORMANCE_WRITE_SMOKE_PRECHECK_P3_1_V2_17_35_README.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_MOBILE_REFACTOR_CLOSURE_INVENTORY_P1_10_V2_17_20_README.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_MOBILE_ROUTE_SPLIT_PLAN_P1_1_V2_17_6_README.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_MOBILE_SUPPORT_SERVICE_DELEGATE_P1_5_V2_17_13_NOTES.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_MOBILE_V2_8_80_PORTAL_HOME_APK_NOTLARI.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_NOTIFICATION_EMAIL_V1_KULLANIM.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_PORTAL_MEDIA_COMMENTS_MENTIONS_V2_12_1_NOTLARI.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_REPO_BLOAT_CLEANUP_P1_README.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_REPO_HYGIENE_P0_1_COMPILE_FIX_NOTES.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_REPO_HYGIENE_P0_3_NOTES.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_ROUTE_REFACTOR_INVENTORY_P1_V2_17_5_README.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_TEKNIK_BORC_FINAL_KAPANIS_NOTU_V2_17_45.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_TEKNIK_BORC_FINAL_KAPANIS_NOTU_V2_17_46.txt,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/BYS360_TEKNIK_BORC_TEMIZLIK_SIRASI_V2_17_0.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/README_EXECUTIVE_SUMMARY_MENU_V2_14_9.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/V6B_NOTES.md,(root),2026-07-08,none,ARCHIVE_CANDIDATE
docs/adr/ADR-0001-optional-startup-logging.md,adr,2026-07-08,none,ARCHIVE_CANDIDATE
docs/api/BYS360_OPENAPI_BOOTSTRAP.md,api,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_BASELINE_GATE_P5A.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_CORE_STYLES_GATE_P5B.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_FINAL_EVIDENCE_GATE_P5F.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_RELEASE_SUITE_GATE_P5D.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_RELEASE_SUITE_GATE_P5D_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_TARGETED_TEMPLATES_GATE_P5C.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ANDROID_RESPONSIVE_VISUAL_UAT_EVIDENCE_GATE_P5E.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ARCHITECTURE_OVERVIEW.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_ARCHITECTURE_SCOPE_GATE_P2E.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_CI_ACTIVE_ARCHITECTURE_GATE_P2F.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_AUTH_DASHBOARD_ASSISTANT_RESPONSE_GATE_P3B.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_AUTH_DASHBOARD_ASSISTANT_RESPONSE_GATE_P3B_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_AUTH_DASHBOARD_ASSISTANT_RESPONSE_GATE_P3B_V3.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_AUTH_GUARD_MATRIX_GATE_P4A.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_BEHAVIOR_SMOKE_GATE_P2B_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_PERFORMANCE_RESPONSE_GATE_P3E.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_PERSONNEL_KPI_COMMUNICATION_RESPONSE_GATE_P3C.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_PERSONNEL_KPI_COMMUNICATION_RESPONSE_GATE_P3C_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_RELEASE_EVIDENCE_GATE_P4E.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_REQUEST_SCENARIO_GATE_P3A.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_RESPONSE_SUITE_GATE_P3F.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_ROLE_BOUNDARY_MATRIX_GATE_P4B.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_ROLE_BOUNDARY_MATRIX_GATE_P4B_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_ROLE_BOUNDARY_MATRIX_GATE_P4B_V3.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_SECURITY_EVIDENCE_GATE_P4D.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_SECURITY_SUITE_GATE_P4C.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_SECURITY_SUITE_GATE_P4C_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_MOBILE_SUPPORT_SURVEY_NOTIFICATIONS_RESPONSE_GATE_P3D.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P1A_ARCHITECTURE_ROUTE_INVENTORY_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P1B_MOBILE_ROUTES_SHARED_SPLIT_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P1C_MOBILE_ROUTES_DOMAIN_SPLIT_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P1D_MOBILE_ROUTES_COMM_ASSISTANT_SPLIT_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P1E_MOBILE_ROUTES_PERSONNEL_KPI_SPLIT_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P1F_MOBILE_DOMAIN_SMOKE_CONTRACT_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2A_MOBILE_PYTEST_CONTRACT_GATE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2A_MOBILE_PYTEST_CONTRACT_GATE_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2A_MOBILE_PYTEST_CONTRACT_GATE_V3_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2C_MOBILE_REQUEST_LEVEL_SMOKE_GATE_GUIDE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2C_MOBILE_REQUEST_LEVEL_SMOKE_GATE_V2.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2C_MOBILE_REQUEST_LEVEL_SMOKE_GATE_V3.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2C_MOBILE_REQUEST_LEVEL_SMOKE_GATE_V3B.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/architecture/BYS360_P2D_PYTEST_STANDARD_GATE.md,architecture,2026-07-08,none,ARCHIVE_CANDIDATE
docs/communication/BYS360_MESSAGES_RECOVERY_V1.md,communication,2026-07-08,none,ARCHIVE_CANDIDATE
docs/communication/BYS360_MESSAGE_INTERACTIONS_V1.md,communication,2026-07-08,none,ARCHIVE_CANDIDATE
docs/db/BYS360_LOCAL_SQLITE_SCHEMA_BOOTSTRAP_V2_README.md,db,2026-07-08,none,ARCHIVE_CANDIDATE
docs/deploy/BYS360_LIVE_FULL_OVERLAY_V2_12_1_COMMANDS.txt,deploy,2026-07-08,none,ARCHIVE_CANDIDATE
docs/deploy/BYS360_LIVE_FULL_OVERLAY_V2_12_1_README.md,deploy,2026-07-08,none,ARCHIVE_CANDIDATE
docs/executive_summary/executive_summary_permissions_v2_14_9.txt,executive_summary,2026-07-08,none,ARCHIVE_CANDIDATE
docs/handover/BYS360_CLEANROOM_SMOKE_P4_KONTROL_LISTESI.md,handover,2026-07-08,none,ARCHIVE_CANDIDATE
docs/handover/BYS360_DEVIR_TESLIM_KONTROL_LISTESI.md,handover,2026-07-08,none,ARCHIVE_CANDIDATE
docs/handover/BYS360_SCORE100_HANDOVER_SECURITY_V1_README.md,handover,2026-07-08,none,ARCHIVE_CANDIDATE
docs/handover/HANDOVER_10_10_EVIDENCE_20260708.md,handover,2026-07-08,none,ARCHIVE_CANDIDATE
docs/handover/SCRIPTS_DEVIR_TESLIM_NOTU.md,handover,2026-07-08,none,ARCHIVE_CANDIDATE
docs/mobile/BYS360_MOBILE_V2_8_74_ANDROID_RELEASE_READY_P0_README.md,mobile,2026-07-08,none,ARCHIVE_CANDIDATE
docs/mobile/BYS360_MOBILE_V2_8_75_APP_MATURITY_P1_README.md,mobile,2026-07-08,none,ARCHIVE_CANDIDATE
docs/mobile/BYS360_Mobile_V2_8_77_Android_V2_Embedding_PS51_Fix_README.txt,mobile,2026-07-08,none,ARCHIVE_CANDIDATE
docs/notifications/BYS360_NOTIFICATIONS_V2_1_24_CROSS_MODULE_NOTIFICATION_BRIDGE.md,notifications,2026-07-08,none,ARCHIVE_CANDIDATE
docs/ops/BYS360_OPS_HARDENING_V6A_README.md,ops,2026-07-08,none,ARCHIVE_CANDIDATE
docs/ops_hardening/README_V3_PRINT_CLEANUP.md,ops_hardening,2026-07-08,none,ARCHIVE_CANDIDATE
docs/ops_hardening/README_V4_EXCEPTION_TRIAGE.md,ops_hardening,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_AJAX_REACTIONS_V1.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V1B_GUARD_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V1_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2A_LIVE_TEXT_CLEANUP_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2B_FEED_FIRST_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2C_POST_CARDS_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2D1_PROFILE_VISUAL_FIX_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2D_PROFILE_AREA_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2E_NOTIFICATIONS_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2F_NEWS_SHOWCASE_LEFT_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V2_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3A1_PRESS_NEWS_SIDEBAR_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3A2_NEWS_HARDENING_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3A_PRESS_NEWS_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B1_SOCIAL_POST_LIVE_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B2_SOCIAL_AUTO_IMPORT_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B3_SOCIAL_IMPORT_CENTER_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B4_SOCIAL_AUTO_FLOW_FIX_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B5_APP_TASK_CONTROL_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B6_SOCIAL_IMPORT_TABS_CLEANUP_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B7_SOCIAL_LINK_POOL_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B8B_RESTORE_PORTAL_TABS_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B8C_RESTORE_PORTAL_MENU_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B8_REMOVE_SOCIAL_AND_NEWS_ORDER_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/portal/BYS360_PORTAL_EXPERIENCE_V3B_SOCIAL_EMBED_POSTS_README.md,portal,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_FINAL_EVIDENCE_P5F.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_INVENTORY_PRECISION_P6C.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_UAT_FINDINGS_TEMPLATE_P6A.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_VISUAL_REGRESSION_EVIDENCE_SUITE_P6B.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_VISUAL_REGRESSION_EVIDENCE_SUITE_P6B_V2.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_VISUAL_REGRESSION_GUIDE_P6A.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/qa/BYS360_ANDROID_RESPONSIVE_VISUAL_UAT_CHECKLIST_P5E.md,qa,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_10_10_KALITE_YOL_HARITASI.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_AI_SCREEN_GUIDE_WORKING_V2.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_CI_HARDENING_SAFE_V1_RUNBOOK.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_EFFECTIVE_MENU_FACADE_V1.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_MOBILE_PERFORMANCE_FULL_SUMMARY_DELEGATE_P2_2_V2_17_26_NOTES.txt,quality,2026-07-08,none,ARCHIVE_CANDIDATE
docs/quality/BYS360_MOBILE_SMOKE_BASELINE_P1_11_V2_17_21_NOTES.md,quality,2026-07-08,none,ARCHIVE_CANDIDATE
