"File","ChangedLines","AddedLines","RemovedLines","OnlyBlankLineDeletes"
"app/services/communication_phase8_service.py","2","0","2","True"
"app/services/communication_phase9_service.py","2","0","2","True"
"app/services/communication_phase9a_service.py","2","0","2","True"
"app/services/communication_phase9b_service.py","2","0","2","True"
"app/services/communication_phase9c_service.py","2","0","2","True"
"app/services/communication_phase9d_service.py","2","0","2","True"
"app/services/communication_service.py","2","0","2","True"
"app/services/config_hardening_service.py","2","0","2","True"
"app/services/daily_weather_mail.py","2","0","2","True"
"app/services/dashboard_expansion_service.py","2","0","2","True"
"app/services/decision_support_service.py","2","0","2","True"
"app/services/executive_mail_center.py","43","34","9","False"
"app/services/executive_mail_center_v2.py","4","0","4","True"
"app/services/executive_summary_service.py","2","0","2","True"
"app/services/go_live_readiness_service.py","2","0","2","True"
"app/services/hierarchy_admin_service.py","7","0","7","True"
"app/services/hierarchy_assignment_maintenance_service.py","2","0","2","True"
"app/services/hierarchy_health_service.py","2","0","2","True"
"app/services/hierarchy_position_registry_service.py","2","0","2","True"
"app/services/hierarchy_settings_service.py","2","0","2","True"
"app/services/hr_operations_service.py","2","0","2","True"
"app/services/kunye_settings_service.py","2","0","2","True"
"app/services/leave_delegation_service.py","2","0","2","True"
"app/services/legacy_import_service.py","2","0","2","True"
"app/services/live_surface_service.py","2","0","2","True"
"app/services/mail_core.py","5","0","5","True"
"app/services/mail_feedback.py","2","0","2","True"
"app/services/mail_performance_builder.py","5","0","5","True"
"app/services/mail_performance_sender.py","7","0","7","True"
"app/services/menu_visibility.py","13","7","6","False"
"app/services/message_service.py","4","0","4","True"
"app/services/messages/contracts.py","2","0","2","True"
"app/services/messages/formatting.py","2","0","2","True"
"app/services/messages/presence.py","2","0","2","True"
"app/services/messages/reactions.py","2","0","2","True"
"app/services/messages/repository.py","2","0","2","True"
"app/services/messages/serialization.py","2","0","2","True"
"app/services/messages/state.py","2","0","2","True"
"app/services/messages/typing.py","2","0","2","True"
"app/services/performance/archive_service.py","2","0","2","True"
"app/services/performance/assignment_rule_audit.py","3","0","3","True"
"app/services/performance/assignments.py","4","0","4","True"
"app/services/performance/common.py","11","0","11","True"
"app/services/performance/completion_phase3_visibility_scope.py","2","0","2","True"
"app/services/performance/criteria.py","2","0","2","True"
"app/services/performance/effective_chain.py","2","0","2","True"
"app/services/performance/evaluation_form_service.py","2","0","2","True"
"app/services/performance/evaluation_ui_service.py","2","0","2","True"
"app/services/performance/export_service.py","4","0","4","True"
"app/services/performance/feedback_aftercare.py","2","0","2","True"
"app/services/performance/feedback_aftercare_phase7_person_period.py","2","0","2","True"
"app/services/performance/feedback_alert_service.py","30","0","30","True"
"app/services/performance/feedback_audit_service.py","26","0","26","True"
"app/services/performance/feedback_executive_summary_service.py","22","0","22","True"
"app/services/performance/feedback_ops_service.py","2","0","2","True"
"app/services/performance/feedback_schedule_service.py","2","0","2","True"
"app/services/performance/final_pack_service.py","4","0","4","True"
"app/services/performance/form_guard.py","2","0","2","True"
"app/services/performance/go_live_service.py","2","0","2","True"
"app/services/performance/hardening_service.py","6","0","6","True"
"app/services/performance/health_report.py","2","0","2","True"
"app/services/performance/history.py","14","0","14","True"
"app/services/performance/history_import.py","2","0","2","True"
"app/services/performance/low_score_process_service.py","4","0","4","True"
"app/services/performance/meeting_development_final_gate.py","2","0","2","True"
"app/services/performance/performance_rule_settings.py","2","0","2","True"
"app/services/performance/period_forms.py","2","0","2","True"
"app/services/performance/period_scope_assignment.py","5","0","5","True"
"app/services/performance/phase2_category_center.py","2","0","2","True"
"app/services/performance/preflight.py","2","0","2","True"
"app/services/performance/president_card_review_service.py","2","0","2","True"
"app/services/performance/president_menu_card_access.py","2","0","2","True"
"app/services/performance/process_engine_phase4_flow.py","2","0","2","True"
"app/services/performance/process_engine_phase5_notifications.py","2","0","2","True"
"app/services/performance/process_engine_phase8_tracking.py","5","0","5","True"
"app/services/performance/publish_guard.py","2","0","2","True"
"app/services/performance/publish_integrity.py","2","0","2","True"
"app/services/performance/publish_preflight_rules.py","3","0","3","True"
"app/services/performance/reporting.py","2","0","2","True"
"app/services/performance/rule_matrix_final_gate.py","8","0","8","True"
"app/services/performance/scoring.py","2","0","2","True"
"app/services/performance/task_management_service.py","5","0","5","True"
"app/services/performance/third_supervisor_column_visibility.py","2","0","2","True"
"app/services/performance/third_supervisor_policy.py","2","0","2","True"
"app/services/performance/uat_service.py","2","0","2","True"
"app/services/performance_service.py","2","0","2","True"
"app/services/performance_snapshot_service.py","2","0","2","True"
"app/services/performance_v2/assignment_service.py","2","0","2","True"
"app/services/performance_v2/chain.py","3","0","3","True"
"app/services/performance_v2/dto.py","2","0","2","True"
"app/services/performance_v2/evaluation_workspace.py","5","0","5","True"
"app/services/performance_v2/publish_workspace.py","2","0","2","True"
"app/services/performance_v2/reporting_workspace.py","10","0","10","True"
"app/services/performance_v2/rules.py","2","0","2","True"
"app/services/performance_v2/schedule.py","2","0","2","True"
"app/services/performance_v2/scoring.py","3","0","3","True"
"app/services/performance_v2/sync_service.py","9","0","9","True"
"app/services/performance_v2/validators.py","2","0","2","True"
"app/services/performance_v2/visibility.py","2","0","2","True"
"app/services/performance_v2/workflow.py","3","0","3","True"
"app/services/performance_validation_rules.py","2","0","2","True"
"app/services/personnel/live_scope.py","2","0","2","True"
"app/services/personnel/profile_photo.py","2","0","2","True"
"app/services/personnel/service_inventory.py","2","0","2","True"
"app/services/personnel/workflow.py","2","0","2","True"
"app/services/personnel_sync_service.py","2","0","2","True"
"app/services/publish/dashboard.py","2","0","2","True"
"app/services/runtime_cache.py","3","0","3","True"
"app/services/runtime_page_cache_v4.py","2","0","2","True"
"app/services/security_compliance_final_gate.py","2","0","2","True"
"app/services/security_hardening_service.py","2","0","2","True"
"app/services/shared_cache_store.py","2","0","2","True"
"app/services/sp1c_kpi_dashboard_service.py","3","0","3","True"
"app/services/sp1d_target_management_service.py","3","0","3","True"
"app/services/sp4c_export_notification_service.py","2","0","2","True"
"app/services/sql_refactor_query_helpers.py","2","0","2","True"
"app/services/ui_context/dashboard.py","8","0","8","True"
"app/services/ui_context/db_check.py","2","0","2","True"
"app/services/ui_context/helpers.py","2","0","2","True"
"app/services/ui_context/risk.py","7","0","7","True"
"app/services/ui_context/scope.py","2","0","2","True"
"app/support/routes.py","45","0","45","True"
"app/templates/performance_v2_phase5_publish.html","22","0","22","True"
"app/templates/personnel_profile.html","2","0","2","True"
"app/view_helpers.py","2","0","2","True"
"app/workflow/routes.py","6","0","6","True"
